City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
274,Coffs Harbour,AU,2021-07-31 19:37:41,-30.3,153.1333,58.96,63,0,4.61
275,Fandriana,MG,2021-07-31 19:37:41,-20.2333,47.3833,48.11,92,61,4.18
276,Qaanaaq,GL,2021-07-31 19:37:41,77.484,-69.3632,43.2,83,93,3.44
277,Faya,SA,2021-07-31 19:37:42,18.3851,42.4509,64.51,84,100,8.55
278,Mazagao,BR,2021-07-31 19:37:43,-0.115,-51.2894,89.65,73,69,4.0
279,Leningradskiy,RU,2021-07-31 19:37:04,69.3833,178.4167,33.51,90,100,13.65
280,Mackay,AU,2021-07-31 19:37:43,-21.15,149.2,66.04,94,75,2.3
281,Westport,US,2021-07-31 19:36:31,41.1415,-73.3579,78.98,51,20,1.99
282,Jalu,LY,2021-07-31 19:37:44,29.0331,21.5482,92.08,22,0,21.14
283,Cidreira,BR,2021-07-31 19:35:49,-30.1811,-50.2056,57.0,82,0,13.94
284,Whitehorse,CA,2021-07-31 19:36:23,60.7161,-135.0538,75.09,40,20,13.0
285,La Ronge,CA,2021-07-31 19:37:45,55.1001,-105.2842,75.42,38,20,8.05
286,Lata,PT,2021-07-31 19:37:45,40.1629,-8.3327,63.91,80,9,8.55
287,Longyearbyen,SJ,2021-07-31 19:36:51,78.2186,15.6401,44.44,70,75,13.8
288,Darnah,LY,2021-07-31 19:37:46,32.767,22.6367,85.39,43,0,15.3
289,Moose Factory,CA,2021-07-31 19:37:46,51.2585,-80.6094,69.8,49,1,5.75
290,Pasni,PK,2021-07-31 19:37:46,25.2631,63.471,81.19,85,100,11.3
291,Aransas Pass,US,2021-07-31 19:37:47,27.9095,-97.15,95.23,72,1,8.01
292,Kemijarvi,FI,2021-07-31 19:37:47,66.7131,27.4306,48.74,91,67,1.59
293,Sao Gabriel Da Cachoeira,BR,2021-07-31 19:37:48,-0.1303,-67.0892,78.6,69,75,4.61
294,Bardiyah,LY,2021-07-31 19:37:48,31.7561,25.0865,80.83,79,0,18.21
295,Novopokrovskaya,RU,2021-07-31 19:37:48,45.9514,40.7006,80.15,33,9,2.57
296,Ukiah,US,2021-07-31 19:37:49,39.1502,-123.2078,102.43,27,1,6.91
297,Kasama,ZM,2021-07-31 19:37:49,-10.2129,31.1808,62.4,51,53,8.75
298,Kuybysheve,UA,2021-07-31 19:37:49,47.358,36.6491,74.3,59,49,2.89
299,Fort-Shevchenko,KZ,2021-07-31 19:37:50,44.5086,50.263,80.37,54,0,6.31
300,Broome,US,2021-07-31 19:37:50,42.2506,-75.833,73.62,56,20,3.0
301,Raichur,IN,2021-07-31 19:37:51,16.2,77.3667,75.61,73,100,18.21
302,Lagoa,PT,2021-07-31 19:35:48,39.05,-27.9833,71.22,80,100,9.75
303,Adrar,MR,2021-07-31 19:37:38,20.5022,-10.0711,98.64,21,68,13.44
304,Rayagada,IN,2021-07-31 19:37:51,19.1667,83.4167,77.31,82,95,3.2
305,Nizwa,OM,2021-07-31 19:37:52,22.9333,57.5333,91.58,43,22,5.55
306,Bam,IR,2021-07-31 19:37:52,29.106,58.357,90.41,18,28,6.69
307,Alta Floresta,BR,2021-07-31 19:37:52,-9.8756,-56.0861,94.82,24,0,5.75
308,Bathsheba,BB,2021-07-31 19:37:09,13.2167,-59.5167,88.41,66,75,20.71
309,Coruripe,BR,2021-07-31 19:37:53,-10.1256,-36.1756,74.32,86,24,17.83
310,Loiza,PR,2021-07-31 19:37:53,18.4313,-65.8802,91.2,67,40,16.11
311,Marzuq,YE,2021-07-31 19:37:54,14.4,46.4667,77.58,65,9,6.06
312,Dongsheng,CN,2021-07-31 19:37:54,39.8161,109.9776,63.12,59,3,13.09
313,Ilulissat,GL,2021-07-31 19:37:55,69.2167,-51.1,59.02,38,1,3.44
314,Cap Malheureux,MU,2021-07-31 19:37:33,-19.9842,57.6142,70.29,78,0,5.01
315,Sechura,PE,2021-07-31 19:37:55,-5.5569,-80.8222,78.15,56,10,15.05
316,Tobol,KZ,2021-07-31 19:37:55,52.6844,62.5794,66.67,76,90,6.11
317,Polis,CY,2021-07-31 19:37:56,35.0367,32.4264,82.29,43,0,1.81
318,Mazamari,PE,2021-07-31 19:37:56,-11.3258,-74.5308,81.52,53,74,2.59
319,Saint Anthony,US,2021-07-31 19:35:54,45.0205,-93.218,87.26,45,40,4.0
320,Saint-Paul,RE,2021-07-31 19:37:57,-21.0096,55.2707,69.91,76,32,1.01
321,Ures,MX,2021-07-31 19:37:57,29.4333,-110.4,98.71,33,6,4.5
322,Turka,UA,2021-07-31 19:37:57,49.1541,23.0297,63.14,95,48,1.34
323,Mehamn,NO,2021-07-31 19:37:58,71.0357,27.8492,49.35,86,100,1.34
324,Katsuura,JP,2021-07-31 19:37:58,35.1333,140.3,80.11,82,89,0.74
325,Sao Paulo De Olivenca,BR,2021-07-31 19:37:59,-3.3783,-68.8725,86.27,38,88,1.74
326,Mae Sai,TH,2021-07-31 19:37:59,20.4335,99.8762,75.43,95,100,1.83
327,Penon Blanco,MX,2021-07-31 19:38:00,24.7897,-104.0369,84.76,33,40,10.56
328,Port-Cartier,CA,2021-07-31 19:38:00,50.0334,-66.8654,69.93,56,100,9.35
329,Yasnyy,RU,2021-07-31 19:38:01,51.0333,59.8742,76.3,40,74,7.96
330,Marawi,PH,2021-07-31 19:38:01,7.9986,124.2928,68.65,92,57,3.15
331,Hurghada,EG,2021-07-31 19:38:01,27.2574,33.8129,91.44,29,0,0.0
332,Mareeba,AU,2021-07-31 19:38:02,-17.0,145.4333,61.52,96,20,2.46
333,Kiama,AU,2021-07-31 19:38:02,-34.6833,150.8667,60.01,70,1,8.08
334,Pathein,MM,2021-07-31 19:38:03,16.7833,94.7333,79.03,89,100,8.46
335,Jacareacanga,BR,2021-07-31 19:38:03,-6.2222,-57.7528,96.57,24,58,3.69
336,Tiznit,MA,2021-07-31 19:38:03,29.5833,-9.5,83.77,37,3,2.95
337,Lawrence,US,2021-07-31 19:34:09,38.9717,-95.2353,91.58,71,20,14.97
338,Bairiki,KI,2021-07-31 19:38:04,1.3292,172.9752,77.0,94,20,1.14
339,Dicabisagan,PH,2021-07-31 19:38:05,17.0818,122.4157,81.01,82,100,4.38
340,Pundaguitan,PH,2021-07-31 19:38:05,6.3711,126.1689,82.54,76,100,8.01
341,Havoysund,NO,2021-07-31 19:38:05,70.9963,24.6622,45.48,87,100,6.26
342,Camacha,PT,2021-07-31 19:38:06,33.0833,-16.3333,69.22,68,40,12.66
343,Ugoofaaru,MV,2021-07-31 19:38:06,5.6667,73.0,82.22,76,28,11.23
344,Camargo,MX,2021-07-31 19:38:07,27.6667,-105.1667,89.26,30,42,0.49
345,Kamaishi,JP,2021-07-31 19:38:07,39.2667,141.8833,73.54,93,100,6.73
346,Ekhabi,RU,2021-07-31 19:38:07,53.5102,142.9671,50.31,84,100,2.57
347,Kayerkan,RU,2021-07-31 19:38:08,69.3497,87.7602,51.17,80,13,9.66
348,Sofiyivka,UA,2021-07-31 19:38:08,48.0493,33.8746,75.36,45,100,7.02
349,Mackenzie,CA,2021-07-31 19:38:10,55.2999,-123.1698,75.42,50,1,6.91
350,Esil,KZ,2021-07-31 19:38:10,51.9556,66.4042,71.91,65,100,2.66
351,Magadan,RU,2021-07-31 19:38:10,59.5667,150.8,53.29,72,35,5.19
352,Lingao,CN,2021-07-31 19:38:11,19.9103,109.6859,82.08,80,100,13.87
353,Bolotnoye,RU,2021-07-31 19:38:11,55.6717,84.3981,61.29,57,96,8.03
354,Macae,BR,2021-07-31 19:38:12,-22.3708,-41.7869,69.67,77,0,9.22
355,Puerto Escondido,MX,2021-07-31 19:35:43,15.85,-97.0667,88.63,62,75,5.75
356,Vila Velha,BR,2021-07-31 19:34:42,-20.3297,-40.2925,73.96,66,40,12.66
357,Farah,AF,2021-07-31 19:38:13,32.5,62.5,78.93,13,0,4.85
358,Galeana,MX,2021-07-31 19:38:13,24.8333,-100.0667,78.31,45,16,8.9
359,Llanes,ES,2021-07-31 19:38:14,43.4198,-4.7549,62.87,79,44,12.28
360,Richards Bay,ZA,2021-07-31 19:38:14,-28.783,32.0377,63.63,82,0,9.78
361,Lavumisa,SZ,2021-07-31 19:38:14,-27.31,31.892,57.29,71,0,3.06
362,Manggar,ID,2021-07-31 19:36:49,-2.8833,108.2667,80.8,77,43,10.29
363,Vestmannaeyjar,IS,2021-07-31 19:35:50,63.4427,-20.2734,53.56,93,99,8.28
364,Mushie,CD,2021-07-31 19:38:15,-3.0167,16.9,83.25,34,94,2.15
365,Kuytun,RU,2021-07-31 19:38:15,54.3419,101.5036,56.12,70,100,5.06
366,Muroto,JP,2021-07-31 19:38:16,33.2833,134.15,80.78,72,78,2.53
367,Dondo,MZ,2021-07-31 19:38:16,-19.6094,34.7431,69.31,91,0,3.89
368,Udachnyy,RU,2021-07-31 19:38:17,66.4167,112.4,62.15,42,6,5.17
369,Harper,LR,2021-07-31 19:37:04,4.375,-7.7169,76.84,84,99,12.48
370,Santa Comba,ES,2021-07-31 19:38:18,43.0331,-8.8093,62.42,90,74,2.71
371,Madang,PG,2021-07-31 19:38:18,-5.2246,145.7966,75.06,88,84,4.09
372,Ponta Delgada,PT,2021-07-31 19:38:19,37.7333,-25.6667,77.72,61,20,8.05
373,Vila Do Maio,CV,2021-07-31 19:38:19,15.1333,-23.2167,79.59,83,92,13.47
374,Itapuranga,BR,2021-07-31 19:38:19,-15.5622,-49.9486,87.73,17,31,3.49
375,Nsanje,MW,2021-07-31 19:38:20,-16.92,35.262,65.53,86,60,3.29
376,Matara,LK,2021-07-31 19:38:20,5.9485,80.5353,78.26,87,26,10.74
377,Tromso,NO,2021-07-31 19:37:12,69.6496,18.957,48.85,76,75,9.22
378,Kawasaki,JP,2021-07-31 19:38:21,35.5206,139.7172,81.1,90,20,5.75
379,Fairbanks,US,2021-07-31 19:35:13,64.8378,-147.7164,70.61,59,1,1.01
380,Nuuk,GL,2021-07-31 19:38:21,64.1835,-51.7216,52.41,71,75,11.5
381,Olivet,FR,2021-07-31 19:38:21,47.8622,1.8991,69.98,46,0,9.22
382,Kismayo,SO,2021-07-31 19:38:22,-0.3582,42.5454,75.58,85,82,20.38
383,Te Anau,NZ,2021-07-31 19:38:22,-45.4167,167.7167,46.31,98,100,1.19
384,Port Lincoln,AU,2021-07-31 19:37:51,-34.7333,135.8667,49.12,76,4,8.28
385,Aswan,EG,2021-07-31 19:38:23,24.0934,32.907,93.58,15,57,8.28
386,Roma,US,2021-07-31 19:37:55,43.2128,-75.4557,72.57,51,40,8.05
387,Mitu,CO,2021-07-31 19:34:11,1.1983,-70.1733,80.83,67,96,1.88
388,Astana,KZ,2021-07-31 19:34:07,51.1801,71.446,67.95,49,0,2.24
389,Zhangye,CN,2021-07-31 19:38:24,38.9342,100.4517,77.13,28,11,5.1
390,Shirokiy,RU,2021-07-31 19:38:24,49.758,129.523,64.33,97,63,15.73
391,Chapleau,CA,2021-07-31 19:38:25,47.8405,-83.4034,57.29,88,90,0.0
392,Sobolevo,RU,2021-07-31 19:38:25,54.4299,31.8996,64.29,68,99,4.03
393,Tessalit,ML,2021-07-31 19:38:25,20.1986,1.0114,94.78,27,31,16.67
394,Escanaba,US,2021-07-31 19:38:26,45.7453,-87.0646,80.67,71,40,5.75
395,Muromtsevo,RU,2021-07-31 19:38:26,56.3724,75.2418,56.73,97,0,4.63
396,Tuatapere,NZ,2021-07-31 19:35:45,-46.1333,167.6833,47.82,96,100,3.91
397,Iqaluit,CA,2021-07-31 19:36:07,63.7506,-68.5145,56.93,58,75,5.75
398,Rabo De Peixe,PT,2021-07-31 19:38:27,37.8,-25.5833,76.51,61,20,8.05
399,Careiro Da Varzea,BR,2021-07-31 19:38:27,-3.2003,-59.8119,86.63,37,53,2.84
400,Kulevcha,UA,2021-07-31 19:38:28,46.0303,29.9361,74.91,71,22,6.93
401,Garden City,US,2021-07-31 19:33:38,42.3256,-83.331,81.64,54,40,1.01
402,Ahipara,NZ,2021-07-31 19:36:35,-35.1667,173.1667,52.09,86,19,5.01
403,Qaqortoq,GL,2021-07-31 19:38:29,60.7167,-46.0333,63.1,81,43,2.46
404,Tabou,CI,2021-07-31 19:38:29,4.423,-7.3528,76.33,86,93,11.5
405,Verkhnevilyuysk,RU,2021-07-31 19:38:29,63.4453,120.3167,56.44,59,0,3.33
406,Fatezh,RU,2021-07-31 19:38:30,52.0891,35.8632,69.78,64,51,1.59
407,Namibe,AO,2021-07-31 19:38:30,-15.1961,12.1522,68.02,94,38,2.48
408,Touba,CI,2021-07-31 19:38:30,8.2833,-7.6833,70.12,96,51,4.18
409,Burnie,AU,2021-07-31 19:38:31,-41.0667,145.9167,45.28,84,24,10.18
410,Quatre Cocos,MU,2021-07-31 19:38:31,-20.2078,57.7625,69.91,71,3,14.99
411,Port Macquarie,AU,2021-07-31 19:38:32,-31.4333,152.9167,44.56,70,0,9.55
412,Huejuquilla El Alto,MX,2021-07-31 19:38:32,22.6,-103.8667,79.92,42,88,3.4
413,Kuusamo,FI,2021-07-31 19:38:32,65.9667,29.1833,55.44,88,90,2.3
414,Mapiripan,CO,2021-07-31 19:38:33,2.8892,-72.1256,81.41,68,99,4.59
415,Pacific Grove,US,2021-07-31 19:38:33,36.6177,-121.9166,83.16,79,40,5.99
416,Ankang,CN,2021-07-31 19:38:33,32.68,109.0172,72.66,75,0,2.44
417,Cockburn Town,TC,2021-07-31 19:31:05,21.4612,-71.1419,87.76,62,40,14.97
418,Eureka,US,2021-07-31 19:35:11,40.8021,-124.1637,97.75,75,70,4.0
419,Sioux Lookout,CA,2021-07-31 19:37:10,50.1001,-91.917,70.18,52,75,14.97
420,San Policarpo,PH,2021-07-31 19:38:34,12.1791,125.5072,82.08,79,99,9.82
421,Lima,PE,2021-07-31 19:38:35,-12.0432,-77.0282,65.89,75,90,5.75
422,Phalaborwa,ZA,2021-07-31 19:38:35,-23.943,31.1411,60.08,53,0,0.36
423,Sovetskiy,RU,2021-07-31 19:38:35,61.3614,63.5842,56.14,81,94,5.93
424,Tevriz,RU,2021-07-31 19:38:36,57.509,72.4042,53.19,95,3,2.17
425,Okhotsk,RU,2021-07-31 19:38:36,59.3833,143.3,57.61,67,15,8.57
426,Angoche,MZ,2021-07-31 19:38:37,-16.2325,39.9086,75.0,72,52,10.71
427,Khorramshahr,IR,2021-07-31 19:38:37,30.4397,48.1664,93.16,55,0,6.91
428,Yerbogachen,RU,2021-07-31 19:38:37,61.2767,108.0108,54.93,65,0,4.65
429,Belyy Yar,RU,2021-07-31 19:38:38,53.6039,91.3903,53.49,100,0,0.0
430,Ambon,ID,2021-07-31 19:38:38,-3.6954,128.1814,79.05,83,27,7.18
431,Clinton,US,2021-07-31 19:38:39,42.587,-82.9199,80.92,56,75,1.01
432,Mtwara,TZ,2021-07-31 19:38:39,-10.2667,40.1833,73.04,77,29,11.61
433,Gamba,GA,2021-07-31 19:38:39,-2.65,10.0,73.72,80,9,8.9
434,Prachuap Khiri Khan,TH,2021-07-31 19:38:40,12.2167,99.75,84.69,77,100,8.97
435,Fare,PF,2021-07-31 19:38:40,-16.7,-151.0167,77.59,62,100,16.62
436,Kenai,US,2021-07-31 19:35:17,60.5544,-151.2583,64.02,74,40,0.0
437,Pushchino,RU,2021-07-31 19:38:41,54.8339,37.6264,67.75,70,84,6.04
438,Red Bank,US,2021-07-31 19:38:41,40.3471,-74.0643,81.09,45,1,3.0
439,Shestakovo,RU,2021-07-31 19:38:41,56.4915,103.96,57.0,88,54,2.21
440,Neryungri,RU,2021-07-31 19:38:42,56.6709,124.6491,44.87,81,100,2.89
441,Churapcha,RU,2021-07-31 19:38:42,62.0025,132.4325,57.06,59,2,4.32
442,Sao Joao Da Barra,BR,2021-07-31 19:38:43,-21.6403,-41.0511,62.69,64,100,11.36
443,Mandalgovi,MN,2021-07-31 19:35:26,45.7625,106.2708,58.46,70,4,4.25
444,Jvari,GE,2021-07-31 19:38:43,42.7169,42.052,70.05,93,26,3.8
445,Barillas,GT,2021-07-31 19:38:44,15.8036,-91.3158,80.94,83,49,4.21
446,Gat,IL,2021-07-31 19:38:44,31.61,34.7642,82.4,57,0,4.12
447,Arvika,SE,2021-07-31 19:38:44,59.6553,12.5852,61.5,96,83,3.4
448,Barre,US,2021-07-31 19:36:42,44.197,-72.5021,73.72,42,20,10.36
449,Aviemore,GB,2021-07-31 19:38:45,57.1955,-3.8259,54.45,84,99,4.7
450,Wonthaggi,AU,2021-07-31 19:38:46,-38.6044,145.5913,48.7,82,100,11.61
451,Merauke,ID,2021-07-31 19:38:46,-8.4667,140.3333,75.02,91,81,11.21
452,Mount Isa,AU,2021-07-31 19:38:46,-20.7333,139.5,67.77,52,90,0.0
453,Youkounkoun,GN,2021-07-31 19:38:47,12.5333,-13.1333,75.16,94,93,6.06
454,Mattru,SL,2021-07-31 19:38:47,7.6244,-11.8332,71.98,98,100,3.67
455,Buraydah,SA,2021-07-31 19:38:47,26.326,43.975,95.45,9,3,8.5
456,Belgrade,RS,2021-07-31 19:38:48,44.804,20.4651,83.86,26,0,8.05
457,Ust-Nera,RU,2021-07-31 19:38:48,64.5667,143.2,58.05,60,69,4.27
458,Iwanai,JP,2021-07-31 19:38:49,42.9744,140.5089,71.17,87,51,4.36
459,Leh,IN,2021-07-31 19:38:49,34.1667,77.5833,64.87,51,60,5.32
460,Borzya,RU,2021-07-31 19:38:49,50.3833,116.5167,50.45,87,0,4.14
461,Bahia Blanca,AR,2021-07-31 19:38:50,-38.7196,-62.2724,54.57,38,5,8.81
462,Alyangula,AU,2021-07-31 19:36:03,-13.8483,136.4192,67.87,100,75,0.0
463,Nelson Bay,AU,2021-07-31 19:38:51,-32.7167,152.15,60.69,70,0,5.91
464,Price,US,2021-07-31 19:38:51,39.5994,-110.8107,84.72,47,1,4.61
465,North Bend,US,2021-07-31 19:38:51,43.4065,-124.2243,69.93,94,90,10.36
466,Chacabuco,AR,2021-07-31 19:37:13,-34.6417,-60.4739,60.89,38,3,0.98
467,Conway,US,2021-07-31 19:35:01,35.0887,-92.4421,99.7,48,40,9.22
468,Gap,FR,2021-07-31 19:38:52,44.6667,6.0,50.83,93,95,3.0
469,Itoman,JP,2021-07-31 19:38:52,26.1247,127.6694,82.78,89,75,13.8
470,Krasnoselkup,RU,2021-07-31 19:38:53,65.7,82.4667,51.58,75,81,7.45
471,Marsh Harbour,BS,2021-07-31 19:35:36,26.5412,-77.0636,84.96,67,7,8.88
472,Yenagoa,NG,2021-07-31 19:38:53,4.9247,6.2642,77.22,81,100,5.19
473,Hongjiang,CN,2021-07-31 19:38:54,27.11,109.9956,77.83,77,85,3.27
474,Broken Hill,AU,2021-07-31 19:37:20,-31.95,141.4333,49.71,93,90,0.0
475,Wanning,CN,2021-07-31 19:38:55,18.8003,110.3967,82.09,80,100,10.54
476,Luunja,EE,2021-07-31 19:38:55,58.3558,26.8808,64.74,61,90,4.61
477,Altenstadt,DE,2021-07-31 19:38:55,50.2833,8.95,68.61,67,83,4.12
478,Portland,US,2021-07-31 19:36:38,45.5234,-122.6762,91.4,45,90,3.44
479,Nadym,RU,2021-07-31 19:38:56,65.5333,72.5167,48.76,77,24,9.35
480,Nabisar,PK,2021-07-31 19:38:57,25.0685,69.6419,84.34,69,100,21.63
481,Baruun-Urt,MN,2021-07-31 19:37:39,46.6806,113.2792,51.55,76,2,7.67
482,Zhangjiakou,CN,2021-07-31 19:38:57,40.81,114.8794,67.3,61,54,13.0
483,Nam Som,TH,2021-07-31 19:38:57,17.7704,102.1895,82.6,88,100,3.36
484,Sao Filipe,CV,2021-07-31 19:37:02,14.8961,-24.4956,76.05,84,86,11.9
485,Samarai,PG,2021-07-31 19:38:58,-10.6167,150.6667,78.12,65,91,15.86
486,Sinnamary,GF,2021-07-31 19:37:27,5.3833,-52.95,82.94,74,87,8.41
487,Palmer,US,2021-07-31 19:38:59,42.1584,-72.3287,76.64,44,20,4.0
488,Half Moon Bay,US,2021-07-31 19:35:19,37.4636,-122.4286,89.82,66,40,1.99
489,Vao,NC,2021-07-31 19:38:23,-22.6667,167.4833,66.83,59,0,22.68
490,Taltal,CL,2021-07-31 19:37:54,-25.4,-70.4833,63.18,69,24,4.34
491,Taoudenni,ML,2021-07-31 19:36:44,22.6783,-3.9836,106.5,10,0,5.61
492,Sao Jose Da Coroa Grande,BR,2021-07-31 19:39:00,-8.8978,-35.1478,77.02,78,51,13.22
493,Hervey Bay,AU,2021-07-31 19:39:00,-25.2986,152.8535,62.02,89,0,1.01
494,Evanston,US,2021-07-31 19:39:01,42.0411,-87.6901,82.15,53,40,1.01
495,Eyl,SO,2021-07-31 19:39:01,7.9803,49.8164,76.21,79,14,20.29
496,Lichinga,MZ,2021-07-31 19:36:59,-13.3128,35.2406,60.89,72,0,12.66
497,Solnechnyy,RU,2021-07-31 19:39:02,50.7214,136.6319,49.33,97,100,7.16
498,Yerofey Pavlovich,RU,2021-07-31 19:39:02,53.9667,121.9667,55.06,82,100,4.36
499,Ratnagiri,IN,2021-07-31 19:39:02,16.9833,73.3,80.11,85,97,16.28
500,Itarema,BR,2021-07-31 19:39:03,-2.9248,-39.9167,81.61,68,89,15.57
501,Vysokogornyy,RU,2021-07-31 19:39:03,50.1167,139.15,57.87,94,99,3.06
502,Hobyo,SO,2021-07-31 19:35:56,5.3505,48.5268,76.69,78,85,25.66
503,Kieta,PG,2021-07-31 19:39:04,-6.2167,155.6333,77.85,83,47,4.99
504,Sarangani,PH,2021-07-31 19:39:04,5.4033,125.4636,83.46,78,74,11.12
505,Ossora,RU,2021-07-31 19:36:24,59.2353,163.0719,53.06,62,4,1.86
506,Hay River,CA,2021-07-31 19:39:05,60.8156,-115.7999,84.18,30,1,9.22
507,Tabivere,EE,2021-07-31 19:39:05,58.5542,26.5956,64.38,90,4,4.85
508,Makamba,BI,2021-07-31 19:39:05,-4.1348,29.804,63.81,44,10,2.66
509,Fairview,US,2021-07-31 19:39:06,40.8126,-73.999,79.83,40,1,4.61
510,Duldurga,RU,2021-07-31 19:39:06,50.6761,113.5931,49.78,77,9,3.6
511,Solone,UA,2021-07-31 19:39:07,48.2081,34.8721,73.45,52,4,5.44
512,Villa Constitucion,AR,2021-07-31 19:39:07,-33.2278,-60.3297,66.87,31,0,2.24
513,San Pedro,PH,2021-07-31 19:39:08,14.35,121.0167,82.15,84,75,11.5
514,Rocha,UY,2021-07-31 19:39:08,-34.4833,-54.3333,54.63,70,3,4.38
515,Quelimane,MZ,2021-07-31 19:39:08,-17.8786,36.8883,69.75,88,40,3.44
516,Batavia,US,2021-07-31 19:39:09,41.85,-88.3126,81.52,57,40,4.0
517,Kontagora,NG,2021-07-31 19:39:09,10.3999,5.4695,74.35,86,85,3.06
518,Necochea,AR,2021-07-31 19:39:10,-38.5473,-58.7368,51.04,66,39,9.84
519,Lagunas,PE,2021-07-31 19:39:10,-5.2269,-75.6753,87.67,38,24,1.83
520,Asau,RO,2021-07-31 19:36:45,46.4333,26.4,74.32,89,51,5.5
521,Tabuk,PH,2021-07-31 19:39:11,17.4189,121.4443,76.5,81,100,2.59
522,Senno,RU,2021-07-31 19:39:11,59.5336,33.9167,52.27,74,0,4.92
523,Noumea,NC,2021-07-31 19:39:11,-22.2763,166.4572,69.01,99,51,13.06
524,Sakakah,SA,2021-07-31 19:39:12,29.9697,40.2064,92.77,11,0,6.73
525,Sistranda,NO,2021-07-31 19:39:12,63.7256,8.834,53.56,80,100,17.47
526,Strezhevoy,RU,2021-07-31 19:39:12,60.7333,77.5889,49.98,97,14,5.75
527,Mezen,RU,2021-07-31 19:39:13,65.8522,44.24,48.45,99,51,4.92
528,Axim,GH,2021-07-31 19:39:13,4.8699,-2.2405,76.66,85,91,7.67
529,Becerril,CO,2021-07-31 19:39:13,9.7041,-73.2793,100.36,33,4,3.62
530,Port Keats,AU,2021-07-31 19:39:14,-14.25,129.55,73.27,91,75,1.39
531,Massaguet,TD,2021-07-31 19:39:14,12.4755,15.4365,75.24,84,99,6.51
532,Lucea,JM,2021-07-31 19:39:15,18.451,-78.1736,88.86,74,19,13.15
533,Ostrovnoy,RU,2021-07-31 19:39:15,68.0531,39.5131,46.58,95,99,5.01
534,Narsaq,GL,2021-07-31 19:36:26,60.9167,-46.05,62.82,70,19,4.14
535,Nhulunbuy,AU,2021-07-31 19:38:04,-12.2333,136.7667,74.01,100,45,4.61
536,Touros,BR,2021-07-31 19:37:56,-5.1989,-35.4608,83.3,67,91,17.58
537,Poum,NC,2021-07-31 19:34:41,-20.2333,164.0167,68.49,59,25,17.56
538,Laguna,US,2021-07-31 19:37:27,38.421,-121.4238,99.43,37,1,1.01
539,Maceio,BR,2021-07-31 19:34:26,-9.6658,-35.7353,78.24,83,75,16.11
540,Moron,AR,2021-07-31 19:38:26,-34.6534,-58.6198,63.05,55,64,0.74
541,Miandrivazo,MG,2021-07-31 19:39:16,-19.5167,45.4667,71.85,37,3,4.29
542,Oktyabrskoye,RU,2021-07-31 19:39:17,43.0645,44.7417,66.34,88,52,4.47
543,Nishihara,JP,2021-07-31 19:39:17,26.1842,127.7558,82.06,89,75,13.8
544,Ati,TD,2021-07-31 19:39:17,13.2154,18.3353,79.68,77,53,9.01
545,Mantua,IT,2021-07-31 19:37:31,45.1667,10.7833,84.7,75,40,5.99
546,Murino,RU,2021-07-31 19:39:18,60.0494,30.4459,66.15,70,65,3.65
547,Aljezur,PT,2021-07-31 19:39:19,37.3191,-8.8033,62.74,79,83,19.73
548,Los Llanos De Aridane,ES,2021-07-31 19:39:19,28.6585,-17.9182,69.55,78,40,19.57
